Title,Year,DOI
Generalizing kinematic skill learning to energy efficient dynamic motion planning using optimized Dynamic Movement Primitives,2025,10.1016/j.rcim.2025.102983
Learning Stylistic Dynamic Movement Primitives from Multiple Demonstrations,2010,10.1109/IROS.2010.5651049
Action sequencing using dynamic movement primitives,2012,10.1017/S0263574711001056
Encoding Finesse Using Dynamic Movement Primitives and Low-Cost Sensors,2013,
Comparing Skill Transfer Between Full Demonstrations and Segmented Sub-Tasks for Neural Dynamic Motion Primitives,2024,10.3390/machines12120872
Learning motion primitives from demonstration,2017,10.1177/1687814017737260
Dynamic Movement Primitives: Volumetric Obstacle Avoidance Using Dynamic Potential Functions,2021,10.1007/s10846-021-01344-y
Trajectory Augmentation Method Based on Dynamic Movement Primitives,2024,10.1007/s40997-024-00809-3
Gesture learning and execution in a humanoid robot via dynamic movement primitives,2015,10.1016/j.patrec.2015.07.042
Tight Dynamic Movement Primitives for Complex Trajectory Generation,2013,10.1109/SMC.2013.410
Mobile Robot Path Planning Based on Dynamic Movement Primitives,2016,
Learning task-parameterized dynamic movement primitives using mixture of GMMs,2018,10.1007/s11370-017-0235-8
Visual Gesture Recognition for Human Robot Interaction Using Dynamic Movement Primitives,2014,
The Generalization of Robot Skills Based on Dynamic Movement Primitives,2020,10.1016/j.ifacol.2021.04.105
Dynamic Movement Primitives for Cooperative Manipulation and Synchronized Motions,2014,
A trajectory planning method for robotic arms based on improved dynamic motion primitives,2024,10.1108/IR-12-2023-0322
Motion Adaptation Based on Learning the Manifold of Task and Dynamic Movement Primitive Parameters,2021,10.1017/S0263574720001186
A novel framework for generalizing dynamic movement primitives under kinematic constraints,2023,10.1007/s10514-022-10067-4
Learning Nonlinear Dynamical System for Movement Primitives,2014,
Joining Movement Sequences: Modified Dynamic Movement Primitives for Robotics Applications Exemplified on Handwriting,2012,10.1109/TRO.2011.2163863
From dynamic movement primitives to associative skill memories,2013,10.1016/j.robot.2012.09.017
Using Implicit Behavior Cloning and Dynamic Movement Primitive to Facilitate Reinforcement Learning for Robot Motion Planning,2024,10.1109/TRO.2024.3468770
Dynamic Movement Primitives Modulation-Based Compliance Control for a New Sitting/Lying Lower Limb Rehabilitation Robot,2024,10.1109/ACCESS.2024.3376391
Skill learning and action recognition by arc-length dynamic movement primitives,2018,10.1016/j.robot.2017.11.012
Learning and Generalizing Cooperative Manipulation Skills Using Parametric Dynamic Movement Primitives,2022,10.1109/TASE.2022.3141460
Incremental Motor Skill Learning and Generalization From Human Dynamic Reactions Based on Dynamic Movement Primitives and Fuzzy Logic System,2022,10.1109/TFUZZ.2021.3136933
Impact of Body Parameters on Dynamic Movement Primitives for Robot Control,2011,10.1016/j.procs.2011.09.068
Dynamic movement primitives in robotics: A tutorial survey,2023,10.1177/02783649231201196
Probabilized Dynamic Movement Primitives and Model Predictive Planning for Enhanced Trajectory Imitation Learning,2025,10.1109/TIE.2024.3384602
Motion generation for walking exoskeleton robot using multiple dynamic movement primitives sequences combined with reinforcement learning,2022,10.1017/S0263574721001934
Research on trajectory learning and modification method based on improved dynamic movement primitives,2024,10.1016/j.rcim.2024.102748
Modified Dynamic Movement Primitives: Robot Trajectory Planning and Force Control Under Curved Surface Constraints,2023,10.1109/TCYB.2022.3158029
Innovative multi-dimensional learning algorithm and experiment design for human-robot cooperation,2024,10.1016/j.apm.2024.01.001
A correct formulation for the Orientation Dynamic Movement Primitives for robot control in the Cartesian space,2019,
Robot Learning from Multiple Demonstrations with Dynamic Movement Primitive,2017,
Learned parametrized dynamic movement primitives with shared synergies for controlling robotic and musculoskeletal systems,2013,10.3389/fncom.2013.00138
Training of deep neural networks for the generation of dynamic movement primitives,2020,10.1016/j.neunet.2020.04.010
Dynamic movement primitives based on positive and negative demonstrations,2023,10.1177/17298806231152997
High Precision Trajectory Learning Method Based Improved Dynamic Movement Primitives for Robot Skill Learning,2024,10.1115/1.4062985
Autonomous Learning of Internal Dynamic Models for Reaching Tasks,2016,10.1007/978-3-319-21290-6_44
Trajectory generation and control of a knee exoskeleton based on dynamic movement primitives for sit-to-stand assistance,2016,10.1080/01691864.2016.1154800
Dynamic Movement Primitives Based Robot Skills Learning,2023,10.1007/s11633-022-1346-z
Orientation in Cartesian Space Dynamic Movement Primitives,2014,
Compliant Parametric Dynamic Movement Primitives,2020,10.1017/S026357471900078X
Robotic Origami Folding with Dynamic Motion Primitives,2015,
Adaptive Robot Biped Locomotion with Dynamic Motion Primitives and Coupled Phase Oscillators,2016,10.1007/s10846-016-0336-1
Adaptive Behavior of a Biped Robot Using Dynamic Movement Primitives,2015,10.1007/978-3-319-23485-4_46
Learning parametric dynamic movement primitives from multiple demonstrations,2011,10.1016/j.neunet.2011.02.004
A novel human-robot skill transfer method for contact-rich manipulation task,2023,10.1108/RIA-01-2023-0002
Incorporating Safety Into Parametric Dynamic Movement Primitives,2019,10.1109/LRA.2019.2900762
Object Recognition and Localization for Pick-and-Place Task using Difference-based Dynamic Movement Primitives,2023,10.1016/j.ifacol.2023.10.865
Training Dynamic Motion Primitives using Deep Reinforcement Learning to Control a Robotic Tadpole,2022,10.1109/IROS47612.2022.9981112
Towards Reversible Dynamic Movement Primitives,2019,10.1109/iros40897.2019.8968270
Stitching Dynamic Movement Primitives and Image-Based Visual Servo Control,2023,10.1109/TSMC.2022.3214756
Verifying Safe Transitions between Dynamic Motion Primitives on Legged Robots,2021,10.1109/IROS51168.2021.9636537
Human-robot collaborative handling of curtain walls using dynamic motion primitives and real-time human intention recognition,2024,10.1016/j.birob.2024.100183
"Learning, Generalization, and Obstacle Avoidance with Dynamic Movement Primitives and Dynamic Potential Fields",2019,10.3390/app9081535
Efficient Robot Manipulation via Reinforcement Learning with Dynamic Movement Primitives-Based Policy,2024,10.3390/app142210665
Robotic cloth manipulation for clothing assistance task using Dynamic Movement Primitives,2017,10.1145/3132446.3134878
Development of lower-limb rehabilitation exercises using 3-PRS Parallel Robot and Dynamic Movement Primitives,2020,10.4995/muse.2020.13907
Reinforcement Learning with Dynamic Movement Primitives for Obstacle Avoidance,2021,10.3390/app112311184
Overcoming some drawbacks of Dynamic Movement Primitives,2021,10.1016/j.robot.2021.103844
Mobile Robots Path Planning Based on Dynamic Movement Primitives Library,2017,
Learning Bowing Gesture with Motion Diversity by Dynamic Movement Primitives,2017,
"Motion Primitives Representation, Extraction and Connection for Automated Vehicle Motion Planning Applications",2020,10.1109/TITS.2019.2941859
Learning Underwater Intervention Skills Based on Dynamic Movement Primitives,2024,10.3390/electronics13193860
Generating a Style-adaptive Trajectory from Multiple Demonstrations,2014,10.5772/58723
A unified formulation of geometry-aware discrete dynamic movement primitives,2024,10.1016/j.neucom.2024.128056
Movement Primitive Diffusion: Learning Gentle Robotic Manipulation of Deformable Objects,2024,10.1109/LRA.2024.3382529
A Learning System for Deformable Object Cooperative Manipulation,2024,10.1109/TASE.2024.3486063
Dynamic Via-points and Improved Spatial Generalization for Online Trajectory Generation with Dynamic Movement Primitives,2024,10.1007/s10846-024-02051-0
A Modified Dynamic Movement Primitive Algorithm for Adaptive Gait Control of a Lower Limb Exoskeleton,2024,10.1109/THMS.2024.3458905
Dynamic Movement Primitives in Latent Space of Time-Dependent Variational Autoencoders,2016,
FlexDMP - Extending Dynamic Movement Primitives towards Flexible Joint Robots,2021,10.1109/ICRA48506.2021.9560843
Composite dynamic movement primitives based on neural networks for human-robot skill transfer,2023,10.1007/s00521-021-05747-8
Geometry of Dynamic Movement Primitives in Neural Space: A FORCE-Learning Approach,2015,10.1007/978-94-017-9548-7_37
Compound Movement Recognition Using Dynamic Movement Primitives,2021,10.1007/978-3-030-86230-5_36
Human Intention Understanding From Multiple Demonstrations and Behavior Generalization in Dynamic Movement Primitives Framework,2019,10.1109/ACCESS.2019.2905051
Learning to pour with a robot arm combining goal and shape learning for dynamic movement primitives,2011,10.1016/j.robot.2011.07.004
Dynamic Movement Primitive based Motion Retargeting for Dual-Arm Sign Language Motions,2021,10.1109/ICRA48506.2021.9561120
Accurate Position and Velocity Control for Trajectories Based on Dynamic Movement Primitives,2011,
Dynamic movement primitives based cloud robotic skill learning for point and non-point obstacle avoidance,2021,10.1108/AA-11-2020-0168
Task-Oriented Generalization of Dynamic Movement Primitive,2017,
