Title,Year,DOI
Applications of contraction analysis,1997,
Door-opening behavior of an autonomous mobile manipulator by sequence of action primitives,1996,
The Rapidly Exploring Random Tree Funnel Algorithm,2022,10.1109/ICMRE54455.2022.9734089
"Ori-Pixel, a Multi-DoFs Origami Pixel for Modular Reconfigurable Surfaces",2020,10.1109/LRA.2020.3028054
Dynamic Balance Gait for Walking Assistance Exoskeleton,2018,10.1155/2018/7847014
Active learning of time-optimal motion for an industrial manipulator with variable,2023,10.1016/j.ifacol.2023.10.1585
A cognitive framework for imitation learning,2006,10.1016/j.robot.2006.01.008
Warehouse Automation in a Day: From Model to Implementation with Provable Guarantees,2020,10.1109/case48305.2020.9217012
A Modified Robotic Rat to Study Rat-Like Pitch and Yaw Movements,2018,10.1109/TMECH.2018.2863269
Learning of Robotic Throwing at a Target using a Qualitative Learning Reward,2019,10.1109/eurocon.2019.8861589
Generating near minimal spanning control sets for constrained motion planning in discrete state spaces,2005,10.1109/IROS.2005.1545046
Extending Conflict-Based Search for Optimal and Efficient Quadrotor Swarm Motion Planning,2024,10.3390/drones8120719
High-level motion planning for CPG-driven modular robots,2015,10.1016/j.robot.2015.01.006
Demonstration-enhanced policy search for space multi-arm robot collaborative skill learning,2025,10.1016/j.cja.2024.08.018
Multi-agent Path Finding on Real Robots: First Experience with Ozobots,2018,10.1007/978-3-030-03928-8_24
Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives Through Learning Progress and Predictability-Based Exploration,2021,10.1109/TCDS.2019.2933900
Motion primitives of dancing,2008,
Motor Compositionality and Timing: Combined Geometrical and Optimization Approaches,2019,10.1007/978-3-319-93870-7_8
Fast on-board motion planning for modular robots,2014,
Action Description From 2D Human Postures in Care Facilities,2020,10.1109/LRA.2020.2965394
Design and development of a software architecture for autonomous mobile manipulators in industrial environments,2015,
A Switching Kinematic Model for an Octapedal Robot,2012,
TossingBot: Learning to Throw Arbitrary Objects with Residual Physics,2019,
Learning Under-specified Object Manipulations From Human Demonstrations,2018,
dPMP-Deep Probabilistic Motion Planning: A use case in Strawberry Picking Robot,2022,10.1109/IROS47612.2022.9982187
Parallel computation using active self-assembly,2015,10.1007/s11047-014-9432-y
"Grounding Verbs for Tool-Dependent, Sensor-Based Robot Tasks",2018,
A multitasking architecture for humanoid robot programming,2013,10.1007/s11370-013-0132-8
Imitation learning for coordinated human-robot collaboration based on hidden state-space models,2022,10.1016/j.rcim.2021.102310
Real-Time Capable Decision Making for Autonomous Driving Using Reachable Sets,2024,10.1109/ICRA57147.2024.10610689
Human Hand Motion Recognition Using Empirical Copula,2010,10.1109/IROS.2010.5649027
Learning Arm Movements of Target Reaching for Humanoid Robot,2015,
Recursive Algorithm for Motion Primitive Estimation,2011,
Distributed assignment with limited communication for multi-robot multi-target tracking,2020,10.1007/s10514-019-09856-1
Using Fuzzy Logic to Enhance Classification of Human Motion Primitives,2014,
Learning by demonstration applied to underwater intervention,2014,10.3233/978-1-61499-452-7-95
Biomimetic learning of hand gestures in a humanoid robot,2024,10.3389/fnhum.2024.1391531
Assessing the Impact of Fatigue on Gait Using Inertial Sensors,2013,
Search-based task and motion planning for hybrid systems: Agile autonomous vehicles,2023,10.1016/j.engappai.2023.105893
Skill-based backprojection for fine motion planning,1996,
"Human-Inspired Underactuated Bipedal Robotic Walking with AMBER on Flat-ground, Up-slope and Uneven Terrain",2012,
An Untethered Brittle Star-Inspired Soft Robot for Closed-Loop Underwater Locomotion,2020,10.1109/IROS45743.2020.9341008
A Passivity-Based Strategy for Coaching in Human-Robot Interaction,2018,
Parallel Algorithm for Precise Navigation Using Black-Box Forward Model and Motion Primitives,2019,10.1109/LRA.2019.2904739
Using Manipulation Primitives for Brick Sorting in Clutter,2012,
Human-robot cooperation using quasi-symbols generated by RNNPB model,2007,10.1109/ROBOT.2007.363640
Towards reliable robot packing system based on deep reinforcement learning,2023,10.1016/j.aei.2023.102028
Differentially constrained path planning with graduated state space,2016,10.1016/j.mechatronics.2016.02.006
Generalization Based Database Acquisition for Robot Learning in Reduced Space,2020,10.1007/978-3-030-48989-2_53
Solving Complex Tasks Hierarchically from Demonstrations,2018,
Evaluating the Task Generalization of Temporal Convolutional Networks for Surgical Gesture and Motion Recognition Using Kinematic Data,2023,10.1109/LRA.2023.3292581
Vision-guided motion primitives for humanoid reactive walking: Decoupled versus coupled approaches,2015,10.1177/0278364914550891
Thin plate manipulation by an under-actuated robotic soft gripper utilizing the environment,2017,
Process of Learning from Demonstration with Paraconsistent Artificial Neural Cells for Application in Linear Cartesian Robots,2023,10.3390/robotics12030069
Motion Generators Combined with Behavior Trees: a Novel Approach to Skill Modelling,2018,
SupraPeds: Smart Staff Design and Terrain Characterization,2015,
Robots Learning from Robots: A Proof of Concept Study for Co-Manipulation Tasks,2017,
STITCH: Augmented Dexterity for Suture Throws Including Thread Coordination and Handoffs,2024,10.1109/ISMR63436.2024.10585751
Parallel Computation Using Active Self-assembly,2013,
Directing Policy Search with Interactively Taught Via-Points,2016,
Learned Stochastic Mobility Prediction for Planning with Control Uncertainty on Unstructured Terrain,2014,10.1002/rob.21536
Exploiting Symmetries in Reinforcement Learning of Bimanual Robotic Tasks,2019,10.1109/LRA.2019.2898330
Robot adaptation to human physical fatigue in human-robot co-manipulation,2018,10.1007/s10514-017-9678-1
Realizing human-like manipulation with a musculoskeletal system and biologically inspired control scheme,2019,10.1016/j.neucom.2018.12.069
Plucking Motions for Tea Harvesting Robots Using Probabilistic Movement Primitives,2020,10.1109/LRA.2020.2976314
A Novel Robust Imitation Learning Framework for Complex Skills With Limited Demonstrations,2024,10.1109/TASE.2024.3403833
Unsupervised Human Motion Segmentation Based on Characteristic Force Signals of Contact Events,2023,10.1109/LRA.2023.3303828
Motion Capture and Reinforcement Learning of Dynamically Stable Humanoid Movement Primitives,2013,
PyRoboLearn: A Python Framework for Robot Learning Practitioners,2019,
Interpretation of human demonstrations using Mirror Neuron System principles,2007,
Intrinsic Motivations and Planning to Explain Tool-Use Development: A Study With a Simulated Robot Model,2022,10.1109/TCDS.2020.2986411
Multi-risk Aware Trajectory Planning for Car-like Robot in Highly Dynamic Environments,2023,10.1109/ITSC57777.2023.10421942
TossingBot: Learning to Throw Arbitrary Objects With Residual Physics,2020,10.1109/TRO.2020.2988642
Effective Motion Learning for a Flexible-Joint Robot Using Motor Babbling,2015,
Whole-Body Motion Planning for Humanoids based on CoM Movement Primitives,2015,
Randomized statistical path planning,2007,
Fillet-based RRT*: A Rapid Convergence Implementation of RRT* for Curvature Constrained Vehicles,2023,10.1007/s10846-023-01846-x
ACNMP: Skill Transfer and Task Extrapolation through Learning from Demonstration and Reinforcement Learning via Representation Sharing,2020,
Adaptation of Robot Physical Behaviour to Human Fatigue in Human-Robot Co-Manipulation,2016,
Hierarchical HMM Based Learning of Navigation Primitives for Cooperative Robotic Endovascular Catheterization,2014,
Enhancing Object Release Fluency in Robot to Human Handover Using Proprioceptive and Exteroceptive Information,2025,10.1007/s12369-025-01216-7
"A differential pursuit/evasion game of capture between an omnidirectional agent and a differential drive robot, and their winning roles",2016,10.1080/00207179.2016.1151078
Learning Generalizable Robot Skills from Demonstrations in Cluttered Environments,2018,
A Cost-Effective Approach to Smooth A* Path Planning for Autonomous Vehicles,2024,10.1109/IAVVC63304.2024.10786408
A probabilistic approach for learning and adapting shared control skills with the human in the loop,2024,10.1109/ICRA57147.2024.10610956
Do we need complex rehabilitation robots for training complex tasks?,2019,10.7892/boris.131931
Human-in-the-Loop Approach for Teaching Robot Assembly Tasks Using Impedance Control Interface,2015,
Generation of co-speech gestures of robot based on morphemic analysis,2022,10.1016/j.robot.2022.104154
Understanding and Transfer of Human Skills in Robotics Using Deep Learning and Musculoskeletal Modeling,2020,10.1007/978-3-030-33950-0_5
Combining Model-based and Data-based approaches for online predictions of human trajectories,2024,10.1109/BIOROB60516.2024.10719877
Locomotive Reduction for Snake Robots,2015,
Kinematic Redundancy Resolution for Humanoid Robots by Human Motion Database,2020,10.1109/LRA.2020.3026972
Environment-adaptive Interaction Primitives for Human-Robot Motor Skill Learning,2016,
PiP-X: Online feedback motion planning/replanning in dynamic environments using invariant funnels,2023,10.1177/02783649231209340
Human-Agent Shared Teleoperation: A Case Study Utilizing Haptic Feedback,2019,10.1007/978-981-13-3194-7_56
A Shared Control Method for Collaborative Human-Robot Plug Task,2021,10.1109/LRA.2021.3098323
Intuitive teaching of medical device operation to clinical assistance robots,2023,10.1007/s11548-022-02802-0
Real-Time Planning with Primitives for Dynamic Walking over Uneven Terrain,2014,
Development of Topology Optimized Bending-Twisting Soft Finger,2022,10.1115/1.4053159
Acoustic Flow-Based Control of a Mobile Platform Using a 3D Sonar Sensor,2017,10.1109/JSEN.2017.2688476
Hierarchical spatio-temporal morphable models for representation of complex movements for imitation learning,2003,
Evaluation of Generalization Performance of Visuo-Motor Learning by Analyzing Internal State Structured from Robot Motion,2020,10.1007/s00354-019-00083-x
Periodic Trajectories of Mobile Robots,2017,
Analysis of Human Behavior Recognition Algorithms based on Acceleration Data,2013,
Embodied symbol emergence based on mimesis theory,2004,10.1177/0278364904042199
Transferring Autonomous Reaching and Targeting Behaviors for Cable-driven Robots in Minimally Invasive Surgery,2016,
MIT-Skywalker: A Novel Gait Neurorehabilitation Robot for Stroke and Cerebral Palsy,2016,10.1109/TNSRE.2016.2533492
Robot skill learning in latent space of a deep autoencoder neural network,2021,10.1016/j.robot.2020.103690
Caging Grasps for Micromanipulation & Microassembly,2011,
An experimental platform for motion estimation and maneuver characterization in high speed off-road driving,2005,
Prediction of Human Whole-Body Movements with AE-ProMPs,2018,
Physical Human Robot Interaction in Imitation Learning,2011,
Full-body multi-primitive segmentation using classifiers,2014,
Fillet-Based Batch Informed Trees (FB-BIT*): Rapid Convergence Path Planning for Curvature Constrained Vehicles,2023,10.1109/IRC59093.2023.00019
Contingency Planning for Automated Vehicles,2016,
Abstractions for Design-by-Humans of Heterogeneous Behaviors,2016,10.1007/978-3-319-25739-6_11
Probabilistic Adaptive Control for Robust Behavior Imitation,2021,10.1109/LRA.2021.3061310
Semantically-enhanced Deep Collision Prediction for Autonomous Navigation using Aerial Robots,2023,10.1109/IROS55552.2023.10342297
MOBILE ROBOTIC ASSEMBLY ON A MOVING VEHICLE,2013,
Nonprehensile Manipulation Control and Task Planning for Deformable Object Manipulation: Results from the RoDyMan Project,2020,10.1007/978-3-030-31993-9_4
Generating and Adapting Probabilistic Movement Primitives,2020,10.1007/978-3-030-26326-3_8
Task Space Torque Profile Adaptations for Dynamical Human-Robot Motion Transfer,2019,10.1007/978-3-030-00232-9_5
Adaptive locomotion of lower limb exoskeleton based on oscillators and frequency adaptation,2020,10.1109/iciea48937.2020.9248397
Failure recovery for modular robot movements without reassembling modules,2015,
NLOS-Avoiding and Obstacle-Adaptive Formation Control by Sharing Obstacle Information of a Leader UAV in Multi-UAV System,2023,10.1109/UR57808.2023.10202465
Learning to Sequence Movement Primitives from Demonstrations,2014,
Sampling-based path planning under temporal logic constraints with real-time adaptation,2023,10.1109/ICRA48891.2023.10161266
A Local Planner for Ackermann-Driven Vehicles in ROS SBPL,2015,
Reactive motion generation on learned Riemannian manifolds,2023,10.1177/02783649231193046
"Fast, Versatile, and Open-loop Stable Running Behaviors with Proprioceptive-only Sensing using Model-based Optimization",2020,10.1109/icra40945.2020.9196542
Learning Task-Specific Dynamics to Improve Whole-Body Control,2018,
Enhanced Teleoperation Using Autocomplete,2020,10.1109/icra40945.2020.9197140
"Incremental learning, clustering and hierarchy formation of whole body motion patterns using adaptive hidden Markov chains",2008,10.1177/0278364908091153
Primitive-Based Action Representation and Recognition,2011,10.1163/016918611X563346
Design and Closed-Loop Motion Planning of an Untethered Swimming Soft Robot Using 2D Discrete Elastic Rods Simulations,2022,10.1002/aisy.202200163
Exploiting collisions for sampling-based multicopter motion planning,2021,10.1109/ICRA48506.2021.9561166
Learning to Self-Reconfigure for Freeform Modular Robots via Altruism Proximal Policy Optimization,2023,
In-hand manipulation planning using human motion dictionary,2022,10.1109/RO-MAN53752.2022.9900858
A structured prediction approach for robot imitation learning,2024,10.1177/02783649231204656
Transfer Learning of Complex Motor Skills on the Humanoid Robot Affetto,2018,
BOLeRo: Behavior optimization and learning for robots,2020,10.1177/1729881420913741
PiP-X: Funnel-Based Online Feedback Motion Planning/Replanning in Dynamic Environments,2023,10.1007/978-3-031-21090-7_9
Intention Recognition with Recurrent Neural Networks for Dynamic Human-Robot Collaboration,2021,10.1109/ICAR53236.2021.9659473
Unifying Representations and Large-Scale Whole-Body Motion Databases for Studying Human Motion,2016,10.1109/TRO.2016.2572685
Hierarchical Planning for Autonomous Parking in Dynamic Environments,2024,10.1109/TCST.2024.3367468
db-CBS: Discontinuity-Bounded Conflict-Based Search for Multi-Robot Kinodynamic Motion Planning,2024,10.1109/ICRA57147.2024.10610999
Motion planning for maintaining landmarks visibility with a differential drive robot,2014,10.1016/j.robot.2013.12.003
Progressive automation of periodic tasks on planar surfaces of unknown pose with hybrid force/position control,2020,10.1109/IROS45743.2020.9341374
Action recognition and understanding through motor primitives,2007,10.1163/156855307782506156
Learning Human-to-Robot Dexterous Handovers for Anthropomorphic Hand,2023,10.1109/TCDS.2022.3203025
Safe and Individualized Motion Planning for Upper-limb Exoskeleton Robots Using Human Demonstration and Interactive Learning,2024,10.1109/ICRA57147.2024.10610552
Imitative Motion Generation for Humanoid Robots based on the Motion Knowledge Learning and Reuse,2009,10.1109/ICSMC.2009.5346686
A hierarchical approach for primitive-based motion planning and control of autonomous vehicles,2014,10.1016/j.robot.2013.10.003
Deep Learning and Mixed Reality o Autocomplete Teleoperation,2021,10.1109/ICRA48506.2021.9560887
Robot Motor Skill Transfer With Alternate Learning in Two Spaces,2021,10.1109/TNNLS.2020.3021530
Efficient two-phase 3D motion planning for small fixed-wing UAVs,2007,10.1109/ROBOT.2007.363121
Autonomous framework for segmenting robot trajectories of manipulation task,2015,10.1007/s10514-014-9397-9
sEMG-based Motion Recognition for Robotic Surgery Training - A Preliminary Study,2023,10.1109/EMBC40787.2023.10340047
Bounding on rough terrain with the LittleDog robot,2011,10.1177/0278364910388315
Virtual reality simulation of humanoid robots,2007,10.1109/IECON.2007.4460061
Robust Learning from Demonstration Based on GANs and Affine Transformation,2024,10.3390/app14072902
Learning Riemannian Manifolds for Geodesic Motion Skills,2021,
A Primitive-Based Approach to Good Seamanship Path Planning for Autonomous Surface Vessels,2021,10.1109/ICRA48506.2021.9561507
Long-Horizon Planning and Execution With Functional Object-Oriented Networks,2023,10.1109/LRA.2023.3285510
Degenerate Motion Analysis for Aided INS With Online Spatial and Temporal Sensor Calibration,2019,10.1109/LRA.2019.2893803
An attempt to raise the level of software abstraction in assembly robotics through an apposite choice of underlying mechatronics,2000,10.1023/A:1008102809568
Search-based Motion Planning for Quadrotors using Linear Quadratic Minimum Time Control,2017,
Hybrid Trajectory Replanning-Based Dynamic Obstacle Avoidance for Physical Human-Robot Interaction,2021,10.1007/s10846-021-01510-2
A spiking network classifies human sEMG signals and triggers finger reflexes on a robotic hand,2020,10.1016/j.robot.2020.103566
Iterative Interactive Modeling for Knotting Plastic Bags,2022,
External Wrench Estimation for Multilink Aerial Robot by Center of Mass Estimator Based on Distributed IMU System,2019,10.1109/icra.2019.8794325
Quadrupedal Robotic Walking on Sloped Terrains via Exact Decomposition into Coupled Bipedal Robots,2020,10.1109/IROS45743.2020.9341181
A Framework for Human-Robot Interaction User Studies,2020,10.1109/IROS45743.2020.9341286
DEFORMABLE MOTION 3D RECONSTRUCTION BY UNION OF REGULARIZED SUBSPACES,2018,
From Temporal-evolving to Spatial-fixing: A Keypoints-based Learning Paradigm for Visual Robotic Manipulation,2023,10.1109/IROS55552.2023.10341397
Micro-Assembly Sequence and Path Planning Using Subassemblies,2018,10.1115/1.4041333
Backflipping With Miniature Quadcopters by Gaussian-Process-Based Control and Planning,2024,10.1109/TCST.2023.3297744
Escaping Local Minima in Search-Based Planning using Soft Duplicate Detection,2019,10.1109/iros40897.2019.8967815
Anytime Whole-Body Planning/Replanning for Humanoid Robots,2018,
Incremental on-line hierarchical clustering of whole body motion patterns,2007,
Dynamically feasible trajectory planning for Anguilliform-inspired robots in the presence of steady ambient flow,2019,10.1016/j.robot.2019.05.001
Computationally Efficient Information-Theoretic Exploration of Pits and Caves,2016,
Haptic Exploration of Unknown Objects for Robust In-Hand Manipulation,2023,10.1109/TOH.2023.3300439
Sample-Efficient Robot Motion Learning using Gaussian Process Latent Variable Models,2020,10.1109/icra40945.2020.9196658
Interactive Human-Robot Skill Transfer: A Review of Learning Methods and User Experience,2021,10.1002/aisy.202000247
"Hierarchical Impedance, Force, and Manipulability Control for Robot Learning of Skills",2024,10.1109/TMECH.2024.3419852
Language Models as Zero-Shot Trajectory Generators,2024,10.1109/LRA.2024.3410155
Kinodynamic Motion Planning for a System with Squid Dynamics,2024,10.1016/j.ifacol.2024.10.041
The KIT Gripper: A Multi-Functional Gripper for Disassembly Tasks,2021,10.1109/ICRA48506.2021.9561336
Teaching the User By Learning From the User: Personalizing Movement Control in Physical Human-robot Interaction,2017,10.1109/JAS.2017.7510634
Skill Memories for Parameterized Dynamic Action Primitives on the Pneumatically Driven Humanoid Robot Child Affetto,2018,
Motion Capture based Human Motion Recognition and Imitation by Direct Marker Control,2008,
Adaptive Control of Exoskeleton Robots for Periodic Assistive Behaviours Based on EMG Feedback Minimisation,2016,10.1371/journal.pone.0148942
Learning Compact Parameterized Skills with a Single Regression,2013,
Generating action descriptions from statistically integrated representations of human motions and sentences,2016,10.1016/j.neunet.2016.03.001
Co-active Learning to Adapt Humanoid Movement for Manipulation,2016,
RRT-Based Path Planning for Fixed-Wing UAVs with Arrival Time and Approach Direction Constraints,2014,
"FastMimic: Model-Based Motion Imitation for Agile, Diverse and Generalizable Quadrupedal Locomotion",2023,10.3390/robotics12030090
Robot-Assisted 3D Medical Sonography,2014,10.1007/978-3-319-05431-5_4
Quantifying The Human-Robot Interaction Forces Between A Lower Limb Exoskeleton And Healthy Users,2016,
Learn from Interaction: Learning to Pick via Reinforcement Learning in Challenging Clutter,2022,10.1109/IROS47612.2022.9981530
CRASH: A Collaborative Aerial-Ground Exploration System Using Hybrid-Frontier Method,2018,
Hierarchical Policy Blending as Inference for Reactive Robot Control,2023,10.1109/ICRA48891.2023.10161374
Motion Planning for a Small Aerobatic Fixed-Wing Unmanned Aerial Vehicle,2018,
Extended residual learning with one-shot imitation learning for robotic assembly in semi-structured environment,2024,10.3389/fnbot.2024.1355170
Optimal motion primitives for a 5 DOF experimental hopper,2001,
Shared Control for Human-Robot Cooperative Manipulation Tasks,2018,10.1007/978-3-319-61276-8_83
Efficient Walking Gait Generation via Principal Component Representation of Optimal Trajectories: Application to a Planar Biped Robot With Elastic Joints,2018,10.1109/LRA.2018.2807578
Learning Solution Manifolds for Control Problems via Energy Minimization,2022,10.1109/LRA.2022.3186046
Dynamical System Segmentation for Information Measures in Motion,2019,10.1109/LRA.2018.2884091
Learning perceptual Coupling for Motor Primitives,2008,10.1109/IROS.2008.4650953
A Control Scheme With a Novel DMP-Robot Coupling Achieving Compliance and Tracking Accuracy Under Unknown Task Dynamics and Model Uncertainties,2020,10.1109/LRA.2020.2970985
Teaching by demonstration of assembly motion in VR - Non-deterministic search-type motion in the teaching stage -,2002,
A Neural Network Architecture for Learning a Feedback Controller from Demonstration,2024,10.1109/IJCNN60899.2024.10650889
Incremental Imitation Learning of Context-Dependent Motor Skills,2016,
Composing Dynamical Systems to Realize Dynamic Robotic Dancing,2015,10.1007/978-3-319-16595-0_25
Biologically inspired kinematic synergies enable linear balance control of a humanoid robot,2011,10.1007/s00422-011-0430-1
Learning from demonstration for 7-DOF anthropomorphic manipulators without offset via analytical inverse kinematics,2024,10.1016/j.neucom.2024.128036
DEEP LEARNING-BASED ERROR MITIGATION FOR ASSISTIVE EXOSKELETON WITH COMPUTATIONAL-RESOURCE-LIMITED PLATFORM AND EDGE TENSOR PROCESSING UNIT,2021,
Whole-Body Motion Planning for Humanoid Robots with Heuristic Search,2016,
LPNet: A Reaction-Based Local Planner for Autonomous Collision Avoidance Using Imitation Learning,2023,10.1109/LRA.2023.3314350
Clutter-Resilient Autonomous Mobile Robot Navigation with Computationally Efficient Free-Space Features,2023,10.1007/978-3-031-25555-7_35
Incremental Robot Skill Learning by Human Motion Retargetting and Physical Human Guidance,2015,
Probably Approximately Correct Vision-Based Planning using Motion Primitives,2020,
Classification of Multiple Finger Motions During Dynamic Upper Limb Movements,2017,10.1109/JBHI.2015.2490718
Solving peg-in-hole tasks by human demonstration and exception strategies,2014,10.1108/IR-07-2014-0363
Shape-based coordination in locomotion control,2018,10.1177/0278364918761569
VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,2023,
Aggressive Collision Avoidance with Limited Field-of-View Sensing,2017,
OPTIMAL AND DYNAMICALLY FEASIBLE PATH PLANNING FOR AN ANGUILLIFORM FISH-INSPIRED ROBOT IN PRESENCE OF OBSTACLES,2018,
Improved A-Search Guided Tree for Autonomous Trailer Planning,2022,10.1109/IROS47612.2022.9982121
Modeling the Development of Goal-Specificity in Mirror Neurons,2011,10.1007/s12559-011-9108-1
Incremental episodic segmentation and imitative learning of humanoid robot through self-exploration,2016,10.1016/j.neucom.2015.09.021
Automatic generation of biped locomotion controllers using genetic programming,2014,10.1016/j.robot.2014.05.008
