Title,Year,DOI
GeneWorker: An end-to-end robotic reinforcement learning approach with collaborative generator and worker networks,2024,10.1016/j.neunet.2024.106472
Teaching Robots Parametrized Executable Plans Through Spoken Interaction,2015,
Affordance Learning Based on Subtask's Optimal Strategy,2015,10.5772/61087
Efficient Planning under Uncertainty with Macro-actions,2011,10.1613/jair.3171
MOPL: A Multi-Modal Path Planner for Generic Manipulation Tasks,2015,
Ontology based autonomous robot task processing framework,2024,10.3389/fnbot.2024.1401075
Model Learning for Look-Ahead Exploration in Continuous Control,2019,
Hierarchical reinforcement learning for handling sparse rewards in multi-goal navigation,2024,10.1007/s10462-024-10794-3
Autonomous car driving by a humanoid robot,2018,10.1002/rob.21731
Recurrent Macro Actions Generator for POMDP Planning,2023,10.1109/IROS55552.2023.10341759
Learning Sequential Tasks Interactively from Demonstrations and Own Experience,2013,
One-Shot Learning of Multi-Step Tasks from Observation via Activity Localization in Auxiliary Video,2019,10.1109/icra.2019.8793515
Simultaneous completion and spatiotemporal grouping of corrupted motion tracks,2022,10.1007/s00371-021-02238-8
Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,1999,10.1016/S0004-3702(99)00052-1
A novel teacher-student hierarchical approach for learning primitive information,2024,10.1016/j.eswa.2023.123129
An ensemble method for inverse reinforcement learning,2020,10.1016/j.ins.2019.09.066
Cooperative Multi-Robot Hierarchical Reinforcement Learning,2022,
Robot Subgoal-guided Navigation in Dynamic Crowded Environments with Hierarchical Deep Reinforcement Learning,2023,10.1007/s12555-022-0171-z
Natural language communication between human and artificial agents,2006,
Cook2LTL: Translating Cooking Recipes to LTL Formulae using Large Language Models,2024,10.1109/ICRA57147.2024.10611086
Bootstrap learning of foundational representations,2006,10.1080/09540090600768484
Multi-Robot Environmental Coverage With a Two-Stage Coordination Strategy via Deep Reinforcement Learning,2024,10.1109/TITS.2023.3333409
Hierarchical Task Networks as Domain-Specific Language for Planning Surgical Interventions,2016,10.1007/978-3-319-08338-4_79
Demonstration-Guided Reinforcement Learning with Learned Skills,2021,
Vision-Based Robot Navigation through Combining Unsupervised Learning and Hierarchical Reinforcement Learning,2019,10.3390/s19071576
Hierarchical multi-agent reinforcement learning,2006,10.1007/s10458-006-7035-4
Robust Spatio-Temporal Clustering and Reconstruction of Multiple Deformable Bodies,2019,10.1109/TPAMI.2018.2823717
A framework for building mobile single and multi-robot applications,2011,10.1016/j.robot.2011.01.004
Robotic pick-and-place of novel objects in clutter with multi-affordance grasping and cross-domain image matching,2022,10.1177/0278364919868017
RANDOMIZATION FOR ROBOT TASKS - USING DYNAMIC-PROGRAMMING IN THE SPACE OF KNOWLEDGE STATES,1993,10.1007/BF01891842
Learning Primitive Actions through Object Exploration,2008,
Imitating others by composition of primitive actions: A neuro-dynamic model,2012,10.1016/j.robot.2011.11.005
Primitive Action Segmentation and Encoding during Gesture based Demonstration,2019,
Primitive Action Based Combined Task and Motion Planning for the Service Robot,2022,10.3389/frobt.2022.713470
Learning to manipulate a whip with simple primitive actions - A simulation study,2023,10.1016/j.isci.2023.107395
Discovering Action Primitive Granularity from Human Motion for Human-Robot Collaboration,2017,
Manipulation Planning From Demonstration Via Goal-Conditioned Prior Action Primitive Decomposition and Alignment,2022,10.1109/LRA.2021.3140127
Task-Driven Reinforcement Learning With Action Primitives for Long-Horizon Manipulation Skills,2024,10.1109/TCYB.2023.3298195
Door-opening behavior of an autonomous mobile manipulator by sequence of action primitives,1996,
Motion design for autonomous mobile manipulator based on programming style action primitive,2000,
Creative Problem Solving by Robots Using Action Primitive Discovery,2019,10.1109/devlrn.2019.8850711
Toward Shared Autonomy Control Schemes for Human-Robot Systems: Action Primitive Recognition Using Eye Gaze Features,2020,10.3389/fnbot.2020.567571
A morphable template framework for robot learning by demonstration: Integrating one-shot and incremental learning approaches,2014,10.1016/j.robot.2014.05.010
Gaze-Based Shared Autonomy Framework With Real-Time Action Primitive Recognition for Robot Manipulators,2023,10.1109/TNSRE.2023.3328888
Tactile-Informed Action Primitives Mitigate Jamming in Dense Clutter,2024,10.1109/ICRA57147.2024.10610224
Action recognition and understanding through motor primitives,2007,10.1163/156855307782506156
A vision-based approach for learning an elementary navigation behavior,1998,10.1117/12.325778
Enriched Manipulation Action Semantics for Robot Execution of Time Constrained Tasks,2016,
Learning Convolutional Action Primitives for Fine-grained Action Recognition,2016,
Skill Memories for Parameterized Dynamic Action Primitives on the Pneumatically Driven Humanoid Robot Child Affetto,2018,
Research on LFD System of Humanoid Dual-Arm Robot,2024,10.3390/sym16040396
Language for Learning Complex Human-Object Interactions,2013,
Reinforcement Learning for Vision-based Object Manipulation with Non-parametric Policy and Action Primitives,2021,10.1109/IROS51168.2021.9636563
Accelerating Robotic Reinforcement Learning via Parameterized Action Primitives,2021,
A Step Toward Identification of Surgical Actions in Mastoidectomy,2010,10.1109/TBME.2009.2031982
Tracking people and action recognition from onmidirectional images,2005,10.1016/B978-044451813-2/50039-7
Trajectory Planning with Adaptive Control Primitives for Autonomous Surface Vehicles Operating in Congested Civilian Traffic,2014,
Object-Oriented Option Framework for Robotics Manipulation in Clutter,2023,10.1109/IROS55552.2023.10342335
Learning Complex Sequential Tasks from Demonstration: A Pizza Dough Rolling Case Study,2016,
Multi-modal Intention Prediction with Probabilistic Movement Primitives,2019,10.1007/978-3-319-89327-3_14
"Learning object, grasping and manipulation activities using hierarchical HMMs",2014,10.1007/s10514-014-9392-1
Human-Robot Shared Control Based on Locally Weighted Intent Prediction for a Teleoperated Hydraulic Manipulator System,2022,10.1109/TMECH.2022.3157852
Scenario based robot programming,2006,
Adversarial Object Rearrangement in Constrained Environments with Heterogeneous Graph Neural Networks,2023,10.1109/IROS55552.2023.10342412
SOFTWARE ARCHITECTURE AND TASK DEFINITION OF A MULTIPLE HUMANOID COOPERATIVE CONTROL SYSTEM,2009,10.1142/S0219843609001747
Bi-Manual Manipulation of Multi-Component Garments towards Robot-Assisted Dressing,2023,10.1109/ICRA48891.2023.10161335
TALKER: A Task-Activated Language Model Based Knowledge-Extension Reasoning System,2025,10.1109/LRA.2024.3511434
Towards the Grounding of Abstract Words: A Neural Network Model for Cognitive Robots,2011,
Neuro-robotics study on integrative learning of proactive visual attention and motor behaviors,2012,10.1007/s11571-011-9176-7
Learning Task-Based Instructional Policy for Excavator-Like Robots,2018,
Developmental Action Perception for Manipulative Interaction,2013,
An Affordance-Based Pilot Interface for High-Level Control of Humanoid Robots in Supervised Autonomy,2016,
A Compositional Approach for 3D Arm-Hand Action Recognition,2013,
Action Planning for Packing Long Linear Elastic Objects Into Compact Boxes With Bimanual Robotic Manipulation,2023,10.1109/TMECH.2022.3223990
The grounding of higher order concepts in action and language: A cognitive robotics model,2012,10.1016/j.neunet.2012.02.012
Knowledge Sharing Enabled Multirobot Collaboration for Preventive Maintenance in Mixed Model Assembly,2022,10.1109/TII.2022.3158978
SpeedFolding: Learning Efficient Bimanual Folding of Garments,2022,10.1109/IROS47612.2022.9981402
Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives Through Learning Progress and Predictability-Based Exploration,2021,10.1109/TCDS.2019.2933900
Toward Affordance Detection and Ranking on Novel Objects for Real-World Robotic Manipulation,2019,10.1109/LRA.2019.2930364
Intrinsically Motivated Open-Ended Multi-Task Learning Using Transfer Learning to Discover Task Hierarchy,2021,10.3390/app11030975
Task-Learning Policies for Collaborative Task Solving in Human-Robot Interaction,2012,
Development of a Robotic Bin Picking Approach Based on Reinforcement Learning,2024,10.1007/978-3-031-47062-2_5
Bi-Manual Robot Shoe Lacing,2023,10.1109/IROS55552.2023.10341934
Autonomous Needle Manipulation for Robotic Surgical Suturing Based on Skills Learned from Demonstration,2021,10.1109/CASE49439.2021.9551569
Hopfield Net spreading activation for grounding of abstract action words in cognitive robot,2017,10.1016/j.bica.2017.07.004
Hierarchical Policy Learning for Mechanical Search,2022,10.1109/ICRA46639.2022.9811572
Modeling manipulation interactions by hidden Markov models,2002,
GE-Grasp: Efficient Target-Oriented Grasping in Dense Clutter,2022,10.1109/IROS47612.2022.9981499
Telepresence Technology for Production: From Manual to Automated Assembly,2010,
Toward Autonomous Car Driving by a Humanoid Robot: A Sensor-Based Framework,2014,
Motion intention recognition in robot assisted applications,2008,10.1016/j.robot.2007.11.005
Emotion-Aware System for Upper Extremity Rehabilitation,2009,10.1109/ICVR.2009.5174225
Robotic Tasks Using Discrete Event Controller,2008,
Resolution-adaptive risk-aware trajectory planning for surface vehicles operating in congested civilian traffic,2016,10.1007/s10514-015-9529-x
Keypoint-Based Planar Bimanual Shaping of Deformable Linear Objects Under Environmental Constraints With Hierarchical Action Framework,2022,10.1109/LRA.2022.3154842
Temporal Motion Recognition and Segmentation Approach,2009,10.1002/ima.20183
"Scenario controller for daily assistive humanoid using visual verification, task planning and situation reasoning",2008,10.3233/978-1-58603-887-8-398
Autonomous Bi-Manual Surgical Suturing Based on Skills Learned from Demonstration,2021,10.1109/IROS51168.2021.9636432
Building an Affordances Map With Interactive Perception,2022,10.3389/fnbot.2022.504459
Learning to Pick by Digging: Data-Driven Dig-Grasping for Bin Picking from Clutter,2022,10.1109/ICRA46639.2022.9811736
Total Singulation With Modular Reinforcement Learning,2021,10.1109/LRA.2021.3062295
Action-based sensor space segmentation for soccer robot learning,1998,10.1080/088395198117802
"Towards a Platform-Independent Cooperative Human-Robot Interaction System: II. Perception, Execution and Imitation of Goal Directed Actions",2011,
Multiple Humanoid Cooperative Control System for Heterogeneous Humanoid Team,2008,
Learning Generalizable Control Programs,2011,10.1109/TAMD.2010.2103311
Towards Open-Set NLP-Based Multi-Level Planning for Robotic Tasks,2024,10.3390/app142210717
Unsupervised Learning of Neuro-symbolic Rules for Generalizable Context-aware Planning in Object Arrangement Tasks,2024,10.1109/ICRA57147.2024.10610696
A new paradigm for autonomous human motion description and evaluation: Application to the Get Up & Go test use case,2019,10.1016/j.patrec.2018.02.003
Hierarchical and parameterized learning of pick-and-place manipulation from under-specified human demonstrations,2020,10.1080/01691864.2020.1778523
Physical Action Primitives for Collaborative Decision Making in Human-Human Manipulation,2021,10.1109/RO-MAN50785.2021.9515363
An object-oriented approach using a top-down and bottom-up process for manipulative action recognition,2006,
Computational Modeling of Embodied Visual Perspective Taking,2020,10.1109/TCDS.2019.2949861
Going Cognitive: A Demonstration of the Utility of Task-General Cognitive Architectures for Adaptive Robotic Task Performance,2020,10.1109/IROS45743.2020.9340863
Information-driven Affordance Discovery for Efficient Robotic Manipulation,2024,10.1109/ICRA57147.2024.10611170
Human hand movement recognition using infinite hidden Markov model based sEMG classification,2021,10.1016/j.bspc.2021.102592
"Development of an Autonomous, Explainable, Robust Robotic System for Electric Vehicle Battery Disassembly",2023,10.1109/AIM46323.2023.10196256
Local Contextual Trajectory Estimation with Demonstration for Assisting Mobile Robot Teleoperation,2017,
Action-based sensor space categorization for robot learning,1996,
Human Hand Movement Recognition based on HMM with Hyperparameters Optimized by Maximum Mutual Information,2020,
Arm-Hand Behaviours Modelling: From Attention to Imitation,2010,
Constrained Hierarchical Monte Carlo Belief-State Planning,2024,10.1109/ICRA57147.2024.10611223
Toward a library of manipulation actions based on semantic object-action relations,2013,
Purposive behavior acquisition for a real robot by vision-based reinforcement learning,1996,10.1007/BF00117447
Layered HMM for motion intention recognition,2006,10.1109/IROS.2006.282606
Modeling Long-horizon Tasks as Sequential Interaction Landscapes,2020,
DASP: Hierarchical Offline Reinforcement Learning via Diffusion Autodecoder and Skill Primitive,2025,10.1109/LRA.2024.3522842
Action similarity judgment based on kinematic primitives,2020,10.1109/icdl-epirob48136.2020.9278047
M2T2: Multi-Task Masked Transformer for Object-centric Pick and Place,2023,
Action representations in robotics: A taxonomy and systematic classification,2019,10.1177/0278364919835020
PLOT: Human-Like Push-Grasping Synergy Learning in Clutter With One-Shot Target Recognition,2024,10.1109/TCDS.2024.3357084
Learning Actions from observations Primitive-Based Modeling and Grammar,2010,10.1109/MRA.2010.936961
Probabilistic semantic models for manipulation action representation and extraction,2015,10.1016/j.robot.2014.11.012
