Title,Year,DOI
Gaze-Based Shared Autonomy Framework With Real-Time Action Primitive Recognition for Robot Manipulators,2023,10.1109/TNSRE.2023.3328888
Learning Bifunctional Push-Grasping Synergistic Strategy for Goal-Agnostic and Goal-Oriented Tasks,2023,10.1109/IROS55552.2023.10342533
Learning to bag with a simulation-free reinforcement learning framework for robots,2024,10.1049/csy2.12113
GE-Grasp: Efficient Target-Oriented Grasping in Dense Clutter,2022,10.1109/IROS47612.2022.9981499
Collaborative Pushing and Grasping in Complex Scenarios via a Generator-Evaluator Network with Multiple Action Primitives,2025,10.1007/978-981-96-0777-8_26
A3VLM: Actionable Articulation-Aware Vision Language Model,2024,
Learning to Pick by Digging: Data-Driven Dig-Grasping for Bin Picking from Clutter,2022,10.1109/ICRA46639.2022.9811736
Dynamic Cloth Folding Using Curriculum Learning; [使用课程学习的动态布料折叠],2024,10.1007/s12204-024-2710-7
Total singulation with modular reinforcement learning,2021,10.1109/LRA.2021.3062295
Semantic coupling of path planning and a primitive action of a task plan for the simulation of manipulation tasks in a virtual 3D environment,2022,10.1016/j.rcim.2021.102255
Inferring temporal compositions of actions using probabilistic automata,2020,10.1109/CVPRW50498.2020.00192
Human-Robot Shared Control Based on Locally Weighted Intent Prediction for a Teleoperated Hydraulic Manipulator System,2022,10.1109/TMECH.2022.3157852
Ontology based autonomous robot task processing framework,2024,10.3389/fnbot.2024.1401075
"ScissorBot: Learning Generalizable Scissor Skill for Paper Cutting via Simulation, Imitation, and Sim2Real",2024,
A Methods-Time-Measurement based Approach to enable Action Recognition for Multi-Variant Assembly in Human-Robot Collaboration,2022,10.1016/j.procir.2022.02.184
Interaction Primitives for Robotic Manipulation Based on the Contact State,2022,10.1109/CACRE54574.2022.9834102
Revolutionizing Battery Disassembly: The Design and Implementation of a Battery Disassembly Autonomous Mobile Manipulator Robot(BEAM-1),2024,10.1109/IROS58592.2024.10802225
"Fast Exploration Using Multirotors: Analysis, Planning, and Experimentation",2021,10.1007/978-981-15-9460-1_21
Transferring the semantic constraints in human manipulation behaviors to robots,2020,10.1007/s10489-019-01580-8
Natural language conditioned planning of complex robotics tasks,2023,
Cooperative Multi-Robot Hierarchical Reinforcement Learning,2022,10.14569/IJACSA.2022.0130904
SpeedFolding: Learning Efficient Bimanual Folding of Garments,2022,10.1109/IROS47612.2022.9981402
GeneWorker: An end-to-end robotic reinforcement learning approach with collaborative generator and worker networks,2024,10.1016/j.neunet.2024.106472
"15th International Conference on Social Robotics, ICSR 2023",2024,
"Object Activity Scene Description, Construction, and Recognition",2021,10.1109/TCYB.2019.2904901
Bi-Manual Robot Shoe Lacing,2023,10.1109/IROS55552.2023.10341934
PLOT: Human-Like Push-Grasping Synergy Learning in Clutter With One-Shot Target Recognition,2024,10.1109/TCDS.2024.3357084
Object-Oriented Option Framework for Robotics Manipulation in Clutter,2023,10.1109/IROS55552.2023.10342335
Self-Supervised Learning of Grasping Arbitrary Objects On-the-Move,2025,10.1109/SII59315.2025.10871085
Action Primitive Classification of Sewing Operations toward Training Unskilled Workers,2023,10.1109/ICMA57826.2023.10215875
V2A - Vision to Action: Learning Robotic Arm Actions Based on Vision and Language,2021,10.1007/978-3-030-69535-4_44
Bi-Manual Manipulation of Multi-Component Garments towards Robot-Assisted Dressing,2023,10.1109/ICRA48891.2023.10161335
"Development of an Autonomous, Explainable, Robust Robotic System for Electric Vehicle Battery Disassembly",2023,10.1109/AIM46323.2023.10196256
Going cognitive: A demonstration of the utility of task-general cognitive architectures for adaptive robotic task performance,2020,10.1109/IROS45743.2020.9340863
"2024 IEEE-RAS 23rd International Conference on Humanoid Robots, Humanoids 2024",2024,
Keypoint-Based Planar Bimanual Shaping of Deformable Linear Objects under Environmental Constraints with Hierarchical Action Framework,2022,10.1109/LRA.2022.3154842
A novel teacher–student hierarchical approach for learning primitive information,2024,10.1016/j.eswa.2023.123129
Action Planning for Packing Long Linear Elastic Objects Into Compact Boxes With Bimanual Robotic Manipulation,2023,10.1109/TMECH.2022.3223990
Robot Subgoal-guided Navigation in Dynamic Crowded Environments with Hierarchical Deep Reinforcement Learning,2023,10.1007/s12555-022-0171-z
Differentiable Task Assignment and Motion Planning,2023,10.1109/IROS55552.2023.10341602
Research on LFD System of Humanoid Dual-Arm Robot,2024,10.3390/sym16040396
"15th International Conference on Social Robotics, ICSR 2023",2024,
Manipulation Planning From Demonstration Via Goal-Conditioned Prior Action Primitive Decomposition and Alignment,2022,10.1109/LRA.2021.3140127
Learning Push-Grasping in Dense Clutter,2022,10.1109/LRA.2022.3188437
Reinforcement learning in latent action sequence space,2020,10.1109/IROS45743.2020.9341629
"Parametrization of Compliant, Object-Level Controllers from Human Demonstrations",2022,10.1007/978-3-031-08140-8_42
An ensemble method for inverse reinforcement learning,2020,10.1016/j.ins.2019.09.066
Cook2LTL: Translating Cooking Recipes to LTL Formulae using Large Language Models,2024,10.1109/ICRA57147.2024.10611086
Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives through Learning Progress and Predictability-Based Exploration,2021,10.1109/TCDS.2019.2933900
Computational modeling of embodied visual perspective taking,2020,10.1109/TCDS.2019.2949861
Interactive learning for multi-finger dexterous hand: A model-free hierarchical deep reinforcement learning approach,2024,10.1016/j.knosys.2024.111847
Tactile-Informed Action Primitives Mitigate Jamming in Dense Clutter,2024,10.1109/ICRA57147.2024.10610224
Primitive Action Recognition Based on Semantic Facts,2024,10.1007/978-981-99-8715-3_29
From human-human collaboration to human-robot collaboration: automated generation of assembly task knowledge model,2022,10.1109/ICAC55051.2022.9911131
Skill Manipulation Method of Industrial Robot Based on Knowledge Graph for Assembly Scene,2023,10.1007/978-981-99-2789-0_24
Robotic pick-and-place of novel objects in clutter with multi-affordance grasping and cross-domain image matching,2022,10.1177/0278364919868017
Task-Driven Reinforcement Learning with Action Primitives for Long-Horizon Manipulation Skills,2024,10.1109/TCYB.2023.3298195
Autonomous Needle Manipulation for Robotic Surgical Suturing Based on Skills Learned from Demonstration,2021,10.1109/CASE49439.2021.9551569
Learning compositional models of robot skills for task and motion planning,2021,10.1177/02783649211004615
Learning to manipulate a whip with simple primitive actions – A simulation study,2023,10.1016/j.isci.2023.107395
Combined task and motion planning system for the service robot using hierarchical action decomposition,2022,10.1007/s11370-022-00437-3
Hierarchical reinforcement learning for handling sparse rewards in multi-goal navigation,2024,10.1007/s10462-024-10794-3
Online Prediction of Novel Trajectories Using a Library of Movement Primitives,2024,10.1109/ICDL61372.2024.10644595
Demonstration-Guided Reinforcement Learning with Learned Skills,2021,
Asynchronous multi-agent deep reinforcement learning under partial observability,2025,10.1177/02783649241306124
