Title,Year,DOI
Robotic solution for opening doors in contained or high biological risk facilities,2023,10.6036/10745
Automatic configuration of autonomous robot systems Making reinforcement learning industrially applicable,2020,
Productive Multitasking for Industrial Robots,2021,10.1109/ICRA48506.2021.9561266
Harnessing the Power of Large Language Models for Automated Code Generation and Verification,2024,10.3390/robotics13090137
A Vertical and Cyber-Physical Integration of Cognitive Robots in Manufacturing,2016,10.1109/JPROC.2016.2521731
Neural Task Success Classifiers for Robotic Manipulation from Few Real Demonstrations,2021,10.1109/IJCNN52387.2021.9534141
Transferring human grasping synergies to a robot,2011,10.1016/j.mechatronics.2010.11.003
Neural and fuzzy approaches to vision-based parking control,1996,
Control Architecture for Robotic-Assisted Polishing Tasks Based on Human Skills,2019,
Knowledge-based instruction of manipulation tasks for industrial robotics,2015,10.1016/j.rcim.2014.07.004
Acquisition of welding skills in industrial robots,2015,10.1108/IR-09-2014-0395
The Robot's Understanding of Classification Concepts Based on Large Language Model,2024,10.1109/ARSO60199.2024.10557816
Self-generation by a mobile robot of topological maps of corridors,2002,
Dynamic Manipulation Inspired by the Handling of a Pizza Peel,2009,10.1109/TRO.2009.2017085
Robot Task-Constrained Optimization and Adaptation with Probabilistic Movement Primitives,2024,10.3390/biomimetics9120738
A Methodology for Flexible Implementation of Collaborative Robots in Smart Manufacturing Systems,2022,10.3390/robotics11010009
A survey on teaching workplace skills to construction robots,2022,10.1016/j.eswa.2022.117658
Training of deep neural networks for the generation of dynamic movement primitives,2020,10.1016/j.neunet.2020.04.010
Grammatical Evolution based Controller Design for Vehicle Robot Action Learning,2023,10.1145/3637843.3637850
Experimental Verification of Estimated Parameters of Contact Conditions by Active Force Sensing,2009,10.1109/ICMA.2009.5246552
Contextual Policy Search for Linear and Nonlinear Generalization of a Humanoid Walking Controller,2016,10.1007/s10846-016-0347-y
Uncertainty of Estimated Parameters of Contact Conditions by Active Force Sensing,2009,10.1109/ROBIO.2009.4913186
"Enabling End-Users in Designing and Executing of Complex, Collaborative Robotic Processes",2023,10.3390/asi6030056
A friend for assisting handicapped people,2001,10.1109/100.924364
A CYBER-PHYSICAL SYSTEMS APPROACH FOR CONTROLLING AUTONOMOUS MOBILE MANIPULATORS,2017,
"Digital description of products, processes and resources for task-oriented programming of assembly systems",2017,10.1007/s10845-015-1063-3
An Efficient Robot Precision Assembly Skill Learning Framework Based on Several Demonstrations,2023,10.1109/TASE.2022.3144282
Neural and fuzzy approaches to vision-based parking control,1996,10.1016/0967-0661(96)00176-1
A CAD feature-based manufacturing approach with OPC UA skills,2020,10.1016/j.promfg.2020.10.059
"The Changing Environment in Postgraduate Education in Orthopedic Surgery and Neurosurgery and Its Impact on Technology-Driven Targeted Interventional and Surgical Pain Management: Perspectives from Europe, Latin America, Asia, and The United States",2023,10.3390/jpm13050852
One-Shot Domain-Adaptive Imitation Learning via Progressive Learning Applied to Robotic Pouring,2024,10.1109/TASE.2022.3220728
Overlapping layered learning,2018,10.1016/j.artint.2017.09.001
"Task content routinisation, technological change and labour turnover: Evidence from China",2020,10.1177/1035304620921569
Robot Compliant Control,2020,10.1007/978-3-030-26326-3_4
Springer Tracts in Advanced Robotics Foreword,2020,
Inverse Kinematics and Relative Arm Positioning,2020,10.1007/978-3-030-26326-3_3
Generating and Adapting Probabilistic Movement Primitives,2020,10.1007/978-3-030-26326-3_8
Preliminaries,2020,10.1007/978-3-030-26326-3_5
Performing DR in the Parameter Space Instead of the Task Space,2020,
Dimensionality Reduction with Movement Primitives,2020,10.1007/978-3-030-26326-3_7
Springer Tracts in Advanced Robotics Preface,2020,
Springer Tracts in Advanced Robotics Introduction,2020,10.1007/978-3-030-26326-3_1
Springer Tracts in Advanced Robotics Conclusions,2020,10.1007/978-3-030-26326-3_9
Sampling Efficiency in Learning Robot Motion,2020,10.1007/978-3-030-26326-3_6
State of the Art,2020,10.1007/978-3-030-26326-3_2
External Resources,2020,
