Title,Year,DOI
New automation solution for brownfield production – Cognitive robots for the emulation of operator capabilities,2024,10.1016/j.cirpj.2024.02.007
An online trajectory guidance framework via imitation learning and interactive feedback in robot-assisted surgery,2025,10.1016/j.neunet.2025.107197
Robot Task-Constrained Optimization and Adaptation with Probabilistic Movement Primitives,2024,10.3390/biomimetics9120738
Scanning the Issue,2024,10.1109/JPROC.2024.3406128
Utilizing Large Language Models for Robot Skill Reward Shaping in Reinforcement Learning,2025,10.1007/978-981-96-0783-9_1
Enhancing human-guided robotic assembly: AR-assisted DT for skill-based and low-code programming,2024,10.1016/j.jmsy.2024.04.016
UBSOFT: A Simulation Platform for Robotic Skill Learning in Unbounded Soft Environments,2024,
Electromagnetic metamaterial agent,2025,10.1038/s41377-024-01678-w
MT-RSL: A multitasking-oriented robot skill learning framework based on continuous dynamic movement primitives for improving efficiency and quality in robot-based intelligent operation,2024,10.1016/j.rcim.2024.102817
Innovative multi-dimensional learning algorithm and experiment design for human-robot cooperation,2024,10.1016/j.apm.2024.01.001
Embedded Image-to-Image Translation for Efficient Sim-to-Real Transfer in Learning-based Robot-Assisted Soft Manipulation,2024,10.1109/MHS63891.2024.10856291
Design and simulation of humanoid dexterous hand based on worm gear,2024,10.1109/IRAC63143.2024.10871583
UMI on Legs: Making Manipulation Policies Mobile with Manipulation-Centric Whole-body Controllers,2024,
"Human-Humanoid Robots' Cross-Embodiment Behavior-Skill Transfer Using Decomposed Adversarial Learning From Demonstration: HOTU, a Human-Humanoid Robots' Skill Transfer Framework",2025,10.1109/MRA.2025.3527283
Learning Target-Directed Skill and Variable Impedance Control From Interactive Demonstrations for Robot-Assisted Soft Tissue Puncture Tasks,2025,10.1109/TASE.2024.3418018
Elastic Tactile Sensor Glove for Dexterous Teaching by Demonstration,2024,10.3390/s24061912
Flow as the Cross-Domain Manipulation Interface,2024,
Manipulate-Anything: Automating Real-World Robots using Vision-Language Models,2024,
Integrating industry 4.0 for enhanced sustainability: Pathways and prospects,2025,10.1016/j.spc.2024.12.012
Overview of Digital Twins in Mining Equipment,2024,10.3233/ATDE240242
Steering Your Generalists: Improving Robotic Foundation Models via Value Guidance,2024,
Image-Based Tactile Deformation Simulation and Pose Estimation for Robot Skill Learning,2025,10.3390/app15031099
Neural Liénard system: learning periodic manipulation skills through dynamical systems,2024,10.1007/s11432-023-4219-8
Imitation Learning Based Manipulator Skill Training for Home Environment,2024,10.1109/CAC63892.2024.10865776
3D-ViTac: Learning Fine-Grained Manipulation with Visuo-Tactile Sensing,2024,
Constrained Bootstrapped Learning for Few-Shot Robot Skill Adaptation,2024,10.1109/IROS58592.2024.10802705
Adaptive Social Planner to Accompany People in Real-Life Dynamic Environments,2024,10.1007/s12369-022-00937-3
Rapid and automated configuration of robot manufacturing cells,2025,10.1016/j.rcim.2024.102862
KOROL: Learning Visualizable Object Feature with Koopman Operator Rollout for Manipulation,2024,
Sim-to-Real Transfer for Cable Manipulation with Tactile Sensing and Homotopy-Constrained Path Planning,2024,10.1109/ICCMA63715.2024.10843928
A robot motion skills method with explicit environmental constraints,2024,10.1108/IR-08-2023-0180
Learning Freehand Ultrasound Through Multimodal Representation and Skill Adaptation,2025,10.1109/TASE.2024.3416827
High Precision Trajectory Learning Method Based Improved Dynamic Movement Primitives for Robot Skill Learning,2024,10.1115/1.4062985
A versatile humanoid robot platform for dexterous manipulation and human–robot collaboration,2024,10.1049/cit2.12214
VLM-MSGraph: Vision Language Model-enabled Multi-hierarchical Scene Graph for robotic assembly,2025,10.1016/j.rcim.2025.102978
"Contrast, Imitate, Adapt: Learning Robotic Skills from Raw Human Videos",2025,10.1109/TASE.2024.3406610
Heritage and Computational Thinking: Intersections for Meaningful Learning in Primary School,2024,
A Scalable Platform for Robot Learning and Physical Skill Data Collection,2024,10.1109/IROS58592.2024.10801516
Concept for the automated adaption of abstract planning domains for specific application cases in skills-based industrial robotics,2024,10.1007/s10845-023-02211-3
Aerial-ground testbed for simulating compliant bimanual on-orbit operations: From aerial to space robotic manipulation,2025,10.1016/j.robot.2025.104927
A Robust Human-Robot Collaborative Control Approach Based on Model Predictive Control,2024,10.1109/TIE.2023.3299046
