Title,Year,DOI
Transfer Depends on Acquisition: Analyzing Manipulation Strategies for Robotic Feeding,2019,10.1109/HRI.2019.8673309
Robot learning of everyday object manipulation using kinect,2014,10.1007/978-3-642-37835-5_57
An approach for object manipulation using cooperative agents,2006,10.1109/ROBOT.2006.1641959
Vision-Based State and Pose Estimation for Robotic Bin Picking of Cables,2023,10.1109/IROS55552.2023.10342374
Model Predictive Interaction Control based on a Path-Following Formulation,2022,10.1109/ICMA54519.2022.9856004
Augmenting Reinforcement Learning with Behavior Primitives for Diverse Manipulation Tasks,2022,10.1109/ICRA46639.2022.9812140
Deepdynamichand: A deep neural architecture for labeling hand manipulation strategies in video sources exploiting temporal information,2018,10.3389/fnbot.2018.00086
Efficient object isolation in complex environment using manipulation primitive on a vision based mobile 6DOF robotic arm,2018,
Robot learning of everyday object manipulations via human demonstration,2010,10.1109/IROS.2010.5651244
PLATO: Predicting Latent Affordances Through Object-Centric Play,2023,
Manipulation of convex objects via two-agent point-contact push,2007,10.1177/0278364907076819
Selective grasp in occluded space by all-around proximity perceptible finger,2020,10.1016/j.robot.2020.103464
Automating microassembly with ortho-tweezers and force sensing,2001,
Shallow-Depth Insertion: Peg in Shallow Hole Through Robotic In-Hand Manipulation,2019,10.1109/LRA.2018.2890449Y
Planning sensor feedback for assembly skills by using sensor state space graphs,2012,10.1007/978-3-642-33515-0_68
Generating Manipulation Sequences using Reinforcement Learning and Behavior Trees for Peg-In-Hole Task,2022,10.1109/SMC53654.2022.9945269
Human hand motion analysis with multisensory information,2014,10.1109/TMECH.2013.2240312
Learning Dextrous Manipulation Skills for Multifingered Robot Hands Using the Evolution Strategy,1998,10.1023/a:1008822709073
Virtual tool approach to dextrous telemanipulation,1996,
A Unified Trajectory Generation Algorithm for Dynamic Dexterous Manipulation,2023,10.1109/IROS55552.2023.10342095
TacRot: A Parallel-Jaw Gripper with Rotatable Tactile Sensors for In-Hand Manipulation,2022,10.1109/SMC53654.2022.9945388
"A Hierarchical Manipulation Planning Framework Combining Striking, Pushing, and Pick & Place Motion Primitives",2024,10.1109/CASE59546.2024.10711645
Learning Dextrous Manipulation Skills for Multifingered Robot Hands Using the Evolution Strategy,1998,10.1023/a:1007409228154
Reactive Planning for Mobile Manipulation Tasks in Unexplored Semantic Environments,2021,10.1109/ICRA48506.2021.9561958
Nonholonomic Rolling Nonprehensile Manipulation Primitive,2022,10.1007/978-3-030-93290-9_7
A Programming by Demonstration Approach for Robotic Manipulation with Model Predictive Interaction Control,2024,10.1109/CCTA60707.2024.10666568
Semi-supervised incremental learning of manipulative tasks,2007,
Modeling uncertainty for planar meso-scale manipulation and assembly,2006,10.1115/detc2006-99687
Robust Manipulation Primitive Learning via Domain Contraction,2024,
Vision-based precision manipulation with underactuated hands: Simple and effective solutions for dexterity,2016,10.1109/IROS.2016.7759173
A non-rigid point and normal registration algorithm with applications to learning from demonstrations,2015,10.1109/ICRA.2015.7139289
Manipulation primitives: An universal robot programming paradigma; [Aktionsprimitive: Ein universelles roboter-programmierparadigma],2005,10.1524/auto.53.4.189.62256
Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives through Learning Progress and Predictability-Based Exploration,2021,10.1109/TCDS.2019.2933900
Object dexterous manipulation in hand based on finite state machine,2012,10.1109/ICMA.2012.6283419
Demonstration of a prototype for robot assisted endoscopic sinus surgery,2010,10.1109/ROBOT.2010.5509388
A behavior-based approach for task learning on mobile manipulators,2010,
Aligning parts for micro assemblies,2002,10.1108/01445150210416673
Using Manipulation Primitives for Object Sorting in Cluttered Environments,2015,10.1109/TASE.2014.2361346
On the Utility of Buffers in Pick-n-Swap Based Lattice Rearrangement,2023,10.1109/ICRA48891.2023.10161182
